review_text,review_rating,author_id,author_name,author_app_version,review_datetime_utc,review_likes,sentiment,sentiment_score,sentiment_meaning,review_length,word_count,cluster,topic,topic_confidence,year_month
"Where the heck is my refund??? I have been going back and forth with regarding my refund since November 7, 2019 and until now it's Jan 5, 2020. You guys keep on telling me that it is already with the specialized team and everything is in order but nothing. I have sent numerous emails, I made tons of phone calls and chatted so many times but nobody gave a clear explanation on what is going on. It is my money and I have given you all proof of my refund and you guys confirmed it's refunded",1,110929*********956039,A Google user,5.24.0,2020-01-05 13:01:17+00:00,0,1 star,0.712928056716919,Very negative,108,96,0,Customer Service Support,0.3138083815574646,2020-01
Update problem,1,114733*********223528,A Google user,5.53.1,2022-07-06 04:08:10+00:00,0,1 star,0.38340598344802856,Very negative,234,2,1,Customer Service Support,0.22525212168693542,2022-07
After the latest update the confirm option when buying load is missing. I can no longer buy load.,1,104218*********599384,A Google user,5.21.2,2019-10-21 03:15:46+00:00,2,1 star,0.6700103878974915,Very negative,153,18,0,User Interface and Experience,0.2426062822341919,2019-10
PNget nyo kabanding.. sa una lang magaling apps na to.. Di na dumating 50 ko pero may text message na dumating pero di ko narecieve ung pera.. Hahaha awit sa inyo. tapos may kakilala ako di nag aavail sa Google Binawasan ng 1k mahigit... Bago pa kitain .. NaNyoPo!!!,1,109601*********883716,A Google user,5.60.0,2022-12-28 04:36:32+00:00,0,1 star,0.5157427787780762,Very negative,231,49,0,Fees and Charges,0.3062901496887207,2022-12
Why there are not in the list of a student ID,1,112731*********653133,A Google user,5.37.0,2021-02-10 10:02:39+00:00,0,1 star,0.3963512182235718,Very negative,58,11,1,Security and Fraud,0.1826150268316269,2021-02
Too much bug pls fixxx,1,113073*********647958,A Google user,5.44.1,2021-09-12 11:33:01+00:00,0,2 stars,0.4088282883167267,Negative,162,5,1,App Crashes or Bugs,0.266722708940506,2021-09
helo every month b mag update i need to open my gcsh account to buy a load but almost 1day already still pending i need the load now please check your network tnx,1,112031*********652619,A Google user,5.43.0,2021-09-20 09:18:07+00:00,0,1 star,0.4388681650161743,Very negative,89,33,1,Account Login Issues,0.401653915643692,2021-09
"I entered the right authentication code and it said that it was (code) so I entered it and it said ""invalid"" even though I entered the right code",1,115740*********814196,A Google user,5.69.3,2023-11-03 09:30:49+00:00,0,1 star,0.6515137553215027,Very negative,80,28,0,Account Login Issues,0.2431698888540268,2023-11
They always update the app but it's getting more complicated and worst every time they do it.,1,110898*********225768,A Google user,5.58.2,2022-11-13 14:06:36+00:00,0,2 stars,0.46503621339797974,Negative,55,17,1,User Interface and Experience,0.27615371346473694,2022-11
Everytime i closed it after i use the icon of the application will be gone.. I have to uninstall it then reinstall it to get the application.,1,100359*********478739,A Google user,5.46.0,2022-12-13 00:37:25+00:00,0,1 star,0.5448881983757019,Very negative,425,27,1,App Crashes or Bugs,0.3019120693206787,2022-12
where is my receipt for my ebill?i pay my ebill this day my load deducted but i dont receive any confirmation.,1,105688*********910161,A Google user,5.21.1,2019-12-02 04:35:04+00:00,0,1 star,0.6511589288711548,Very negative,132,21,0,Payment and Bills,0.27189692854881287,2019-12
The taking picture of ID's is so unfriendly!,1,114728*********586506,A Google user,5.54.0,2022-07-25 07:23:51+00:00,0,1 star,0.6156874299049377,Very negative,108,8,1,Fees and Charges,0.28790363669395447,2022-07
I am a student and I've been using this app before. I lost my sim and couldn't recover my money from that. I've mailed but never got a reply. Now I can't get verified using my student ID and I don't have any of the valid ID's that they require. I can't send money to anyone unless I get fully verified. It WAS very helpful to me as a student but now I'm very disappointed that I can't fully access this app.,1,107198*********285968,A Google user,5.31.1,2020-10-15 10:16:14+00:00,2,1 star,0.5154932737350464,Very negative,26,82,0,Account Login Issues,0.20951414108276367,2020-10
Can you guys fix the error in game credits?,1,117179*********663208,A Google user,5.68.1,2023-10-04 00:11:26+00:00,0,1 star,0.34198641777038574,Very negative,138,9,1,Customer Service Support,0.3923277258872986,2023-10
Ginagamit ko gcash pang benta load pero may time na hindi dumadating ang load pero binabawasan na nila ung laman ng gcash ko nakaka dissapoint kayo maluluge ako sa inyo,1,102348*********014942,A Google user,5.41.0,2021-06-07 01:05:01+00:00,0,3 stars,0.48550280928611755,Neutral,71,30,1,Fees and Charges,0.22330157458782196,2021-06
Bigla bigla kang mawawalan ng pera without otp,1,102130*********887657,A Google user,5.69.0,2023-10-23 21:23:19+00:00,0,2 stars,0.2965991795063019,Negative,87,8,1,Payment and Bills,0.18693511188030243,2023-10
Maintenance problem always,1,107409*********278773,A Google user,5.61.0,2023-03-08 09:57:00+00:00,0,2 stars,0.2761557400226593,Negative,30,3,1,Customer Service Support,0.3025028705596924,2023-03
Napaka bulok talaga ng system ng gcash nito nga entry level ata developer nito eh kingina napakatagal mag send ng otp pag globe sim lintik na yan,1,111334*********886897,A Google user,5.63.2,2023-04-28 15:45:14+00:00,0,1 star,0.39023643732070923,Very negative,103,27,1,Money Transfer and Cash In,0.3724188506603241,2023-04
Cant register kuwaot number,1,108550*********165826,A Google user,5.51.0,2022-04-18 20:02:30+00:00,0,3 stars,0.25217968225479126,Neutral,83,4,1,Account Login Issues,0.37966859340667725,2022-04
I really don't understand gcash what do you mean by trouble shooting in my account??? I can't login my gcash account,1,111961*********333830,A Google user,5.60.0,2023-01-07 14:47:12+00:00,0,1 star,0.6035636067390442,Very negative,512,21,1,Customer Service Support,0.2543295621871948,2023-01
I only rate 1 star because I can't open my gcash acct. Why?,1,107292*********616917,A Google user,5.69.0,2023-10-09 00:24:30+00:00,0,1 star,0.9677802324295044,Very negative,208,13,0,Account Login Issues,0.6727635264396667,2023-10
"Fickle, unreliable, inconsiderate, requires authentication through text only (sms), no other means of authentication available. So what happens now to guys without network, guys who work in the middle of the sea? All of a sudden out of nowhere, my gcash erroneously claimed that my authentication code is more than 90 days old. Hello, I've just re-authenticated last July 24, it wasn't even a month ago. I'll let you in a secret, I'll go back using credit card, won't cost anything, earn points even.",1,109007*********031843,A Google user,5.55.0,2022-08-09 09:44:10+00:00,4,1 star,0.9378818869590759,Very negative,40,84,0,Account Login Issues,0.44631853699684143,2022-08
Can't even open it.,1,116708*********516532,A Google user,5.50.0,2022-04-01 11:23:31+00:00,0,1 star,0.8142673969268799,Very negative,70,4,0,Account Login Issues,0.23563238978385925,2022-04
Lots of technical issues,1,115792*********441436,A Google user,5.64.1,2023-05-13 07:46:22+00:00,0,3 stars,0.3293684124946594,Neutral,62,4,1,App Crashes or Bugs,0.23664860427379608,2023-05
There's no signal in my area. Now how am I going to access this app? I was planning to link it on my Google Authenticator but then the annoying 2 step verification decided to show up.,1,106114*********642908,A Google user,5.55.0,2022-08-21 07:06:43+00:00,243,1 star,0.45742568373680115,Very negative,175,36,1,Account Login Issues,0.25084173679351807,2022-08
Can't install!! What happened??,1,116406*********913862,A Google user,5.63.1,2023-04-28 15:14:56+00:00,0,1 star,0.8099889755249023,Very negative,78,4,0,App Crashes or Bugs,0.18807029724121094,2023-04
So awesome Gcash,1,101219*********442310,A Google user,5.47.0,2022-03-12 04:17:15+00:00,1,5 stars,0.7480535507202148,Very Positive,97,3,2,User Interface and Experience,0.252567857503891,2022-03
"d tinatanggap ang mumurahin cp, kelamgan super clear",1,117005*********429886,A Google user,5.48.1,2022-02-27 03:21:41+00:00,0,3 stars,0.3103500306606293,Neutral,56,8,1,Customer Service Support,0.21225270628929138,2022-02
Ayaw mag open ng app!!,1,104144*********047712,A Google user,5.59.0,2022-12-05 10:12:27+00:00,0,1 star,0.4149046242237091,Very negative,58,5,1,User Interface and Experience,0.35617366433143616,2022-12
Sige lang ki pa update,1,112025*********010094,A Google user,5.53.1,2022-07-11 03:20:58+00:00,0,3 stars,0.30695614218711853,Neutral,40,5,1,User Interface and Experience,0.23483127355575562,2022-07
Why the app is automatic missing while it was recently reinstalled??? Is it glitch or what?? Please kindly fix it if there is a bug on the app,1,111622*********881830,A Google user,5.67.0,2023-08-03 11:54:22+00:00,0,1 star,0.4019536077976227,Very negative,229,28,1,App Crashes or Bugs,0.31834450364112854,2023-08
Pleas have thebg credit activated by the users who mostly use gcash i already using mine since oandemic with my bills and all but g credit is still lock my friends already unlock theirs but mine is taking forever,1,102644*********892851,A Google user,5.52.1,2022-06-07 14:39:05+00:00,1,5 stars,0.40150773525238037,Very Positive,207,39,1,Account Login Issues,0.35428231954574585,2022-06
My gcash app won't open after i update it!,1,100023*********273488,A Google user,5.59.1,2022-12-17 09:12:31+00:00,0,1 star,0.6473254561424255,Very negative,62,9,1,App Crashes or Bugs,0.34588178992271423,2022-12
Kaka asar update ng update. Hindi ba pwedeng kahit hindi pa ma update ay pwede pa ding buksan?,1,117945*********632860,A Google user,5.53.1,2022-06-10 10:54:06+00:00,0,2 stars,0.3331207036972046,Negative,139,18,1,User Interface and Experience,0.20516884326934814,2022-06
LOL I CASHED IN BUT I DID NOT RECEIVE MY MONEY. NICE GOING USELESS APP,1,113090*********045244,A Google user,5.35.0,2020-12-13 06:39:11+00:00,0,1 star,0.6427839398384094,Very negative,148,15,1,Money Transfer and Cash In,0.22504325211048126,2020-12
Very loading. Cant log in right away.,1,108725*********110642,A Google user,5.55.0,2023-04-17 11:02:20+00:00,0,2 stars,0.3175611197948456,Negative,35,7,1,Account Login Issues,0.3195190131664276,2023-04
"Such a hassle to update constantly, and the update frequently fails",1,103418*********867496,A Google user,5.50.0,2022-05-31 11:12:17+00:00,0,1 star,0.6880102753639221,Very negative,155,11,1,App Crashes or Bugs,0.24762926995754242,2022-05
I can't open my account... I have gloan to pay... And it's due soon..,1,103050*********806264,A Google user,5.63.2,2023-05-02 03:13:02+00:00,0,1 star,0.6803994178771973,Very negative,138,14,0,Payment and Bills,0.23463499546051025,2023-05
"Update? I can't delete the other apps. They're important to me. Now, I can't access my money. Why the sudden need to update?",1,106232*********876987,A Google user,5.48.1,2022-03-10 03:20:59+00:00,0,1 star,0.4656403660774231,Very negative,290,23,1,Account Login Issues,0.17342019081115723,2022-03
i cant download this apps to my phone,1,117571*********028259,A Google user,5.31.1,2021-05-11 08:38:34+00:00,0,5 stars,0.36918750405311584,Very Positive,61,8,1,App Crashes or Bugs,0.3547121286392212,2021-05
Please fix your app. I can't open my acc and after i put my pin the result is internal server error and my face did not recognize by the system. Fix it ASAP.,1,111882*********336544,A Google user,5.67.0,2023-08-15 11:54:49+00:00,9,1 star,0.6630008816719055,Very negative,82,33,0,App Crashes or Bugs,0.3307415544986725,2023-08
this isn't working. very disgusting,1,114419*********992548,A Google user,5.66.2,2023-07-19 06:20:01+00:00,0,1 star,0.921978235244751,Very negative,60,5,0,App Crashes or Bugs,0.22315220534801483,2023-07
keeps crashing,1,115576*********130153,A Google user,5.59.1,2022-12-17 10:18:26+00:00,0,1 star,0.31908392906188965,Very negative,211,2,1,App Crashes or Bugs,0.39522048830986023,2022-12
this is easy to use app the reason i giving it 1 star is because they doesnt give an update regarding on the verification of my account its almost 3 weeks now and when u apply for a ticket its all the same messages u gonna get since its automated.,1,100548*********702857,A Google user,5.53.1,2022-06-26 04:03:20+00:00,0,1 star,0.6950386762619019,Very negative,26,50,0,Account Login Issues,0.3868713080883026,2022-06
Gcash always problem my account sofar can't access transfer from bank to gcash... oh my god poor service..,1,106776*********190221,A Google user,5.68.1,2023-09-23 05:08:12+00:00,0,1 star,0.7773488163948059,Very negative,14,18,0,Account Login Issues,0.4358445107936859,2023-09
Lagi nlang maintenance. Di makapagsend kung kelan inupdate. Grabeng Otp yan kalahating oras bago dumating nakakahiya sa customer,1,116806*********970442,A Google user,5.69.3,2023-11-03 09:56:17+00:00,0,1 star,0.5582056641578674,Very negative,53,18,1,Customer Service Support,0.29382771253585815,2023-11
verification is too slow and i already gone thru so much and many times yet globe wouldnt verified my acct!!!!,1,103652*********297263,A Google user,5.53.1,2022-07-27 15:48:58+00:00,0,1 star,0.4144454002380371,Very negative,125,20,1,Account Login Issues,0.41037365794181824,2022-07
Pakiayos naman gcash simula ng update ko gcash ko palagi nalang error sa pag lologin,1,114055*********905583,Le***********lo,5.69.0,2023-10-13 22:58:18+00:00,0,1 star,0.5250524878501892,Very negative,11,15,1,App Crashes or Bugs,0.25230205059051514,2023-10
"the gosurf50 voucher doesn't work! when you try to redeem the voucher, it always says something went wrong try again in a few minutes. well i've been trying for days and it basically is like that all the time when i try to redeem the voucher. so disappointing...",1,104542*********830402,A Google user,5.17.2,2019-06-11 05:15:21+00:00,2,1 star,0.6527124643325806,Very negative,28,48,0,App Crashes or Bugs,0.25738227367401123,2019-06
Lagi nalang nag update ung apps,1,103799*********840935,A Google user,5.65.0,2023-06-15 07:49:42+00:00,0,1 star,0.3069925904273987,Very negative,19,6,1,User Interface and Experience,0.34625929594039917,2023-06
Gcash was overall ok. It made my life convient but gcash isn't entirely secured because my account got hacked three times. I tried changing mpin too if you asked me. No I didn't tell anyone my mpin ever since I got my gcash. I didn't use gcash on any online site but suddenly my gcash got hacked. It stared sending money to a unknown sites.,1,109390*********957129,A Google user,5.24.0,2019-12-20 19:15:15+00:00,0,3 stars,0.574124276638031,Neutral,129,65,0,Security and Fraud,0.48609659075737,2019-12
It's always asking for upgrade the app .. But Its low when it comes on using this app .. I'm always waiting for several minutes for opening the app .. its says loading i have to turn it off and on my data or wifi so it will begin again .. its getting worst . Please fix GCASH please,1,107705*********852804,A Google user,5.63.0,2023-04-14 13:42:50+00:00,0,2 stars,0.44123026728630066,Negative,153,59,0,App Crashes or Bugs,0.5109918117523193,2023-04
"this app sucks, it keeps updating tss.",1,113722*********629785,A Google user,5.54.0,2022-08-10 06:53:12+00:00,0,1 star,0.4880262017250061,Very negative,10,7,1,User Interface and Experience,0.4129990339279175,2022-08
"Do not trust this site... Sa experience ko pag nagbayad ako mag send ang gcash ng OTP bago I confirm ang payment. Pero this morning as early as 5:15 nag send sila s akin ng payment confirmation 2 times without sending first the OTP to my registered no pano nangyari yun. Sinubukan ko mag ask s virtual s customer service nla useless wlang alam, idiot... Ang customer service nila. Naglagay sila ng 24/7 call center pero wla p rin kwenta kc di nmn makontak.",1,100775*********234994,A Google user,5.50.0,2022-03-04 22:17:16+00:00,0,1 star,0.8149374723434448,Very negative,91,84,0,Customer Service Support,0.27288612723350525,2022-03
I can't login right now. What's happening? The app keeps on saying that there was an error. I tried to reinstall the app but nothing has changed. Kindly fix this right now because I really need to have an access to my account especially I'm in a quarantine now.,1,109461*********258667,A Google user,5.26.2,2020-03-22 09:39:20+00:00,4,1 star,0.4981316030025482,Very negative,114,49,0,Customer Service Support,0.20533300936222076,2020-03
"Recent update makes the app disappear from the app list, so everytime you want to use gcash you need to reinstall the app",1,115779*********893537,A Google user,5.59.0,2022-12-03 02:45:18+00:00,0,2 stars,0.3330162763595581,Negative,33,23,1,App Crashes or Bugs,0.2519795596599579,2022-12
"Please fix your app my husband and I were really disappointed 😞 😞 😞 😞 we used G-cash everytime we buy food, essentials, load and pay card bills but everytime we open this app we needs to updated its really hassle for us please give an action thank you 🙏🙏🙏🙏",1,104309*********383613,A Google user,5.31.1,2020-10-03 23:05:16+00:00,0,1 star,0.5081014037132263,Very negative,35,50,0,Payment and Bills,0.32938045263290405,2020-10
Gcash get me mad cause how many times i open it always error,1,113341*********642394,Al*********jo,5.69.0,2023-10-12 23:19:59+00:00,0,1 star,0.6909903287887573,Very negative,13,13,0,Account Login Issues,0.2874465882778168,2023-10
They don't response right away. They said I will get another response within 24 hours but up until now there's no response at all! This is really a bad experience with this online mobile money transaction,1,112418*********975708,A Google user,5.48.1,2022-01-17 05:47:05+00:00,2,1 star,0.8775412440299988,Very negative,61,36,0,User Interface and Experience,0.31607648730278015,2022-01
Worst app ever!!!!!,1,108989*********282114,A Google user,5.43.0,2021-08-13 12:00:15+00:00,0,1 star,0.9676256775856018,Very negative,58,3,0,User Interface and Experience,0.24709604680538177,2021-08
pls .accept .my pwd id,1,117306*********453170,A Google user,5.54.0,2022-07-04 13:41:20+00:00,0,5 stars,0.3325890600681305,Very Positive,232,5,1,User Interface and Experience,0.18922533094882965,2022-07
hi gcash kindly return my money now.i badly need it....kindly reverse your error now please .i transfer money from gcash to unionbank.i didnt receive email confirmation and it didnt show in my transaction history..please help,1,109781*********085353,A Google user,5.61.0,2023-03-06 04:54:03+00:00,2,1 star,0.7886930704116821,Very negative,98,35,0,Customer Service Support,0.3624167740345001,2023-03
"App is bugged out after backing out of the transaction to edit the details the app bugs out, not letting you confirm your transaction after editing",1,112517*********014824,A Google user,5.66.3,2023-07-25 08:17:19+00:00,0,1 star,0.5456733703613281,Very negative,145,26,1,App Crashes or Bugs,0.28968891501426697,2023-07
"There's strange thing im concerned with so I rate it 1 star. I'm afraid this time when I wake up, I see in my phone a two version of gcash installed in my phone. I dont know where the other one came from and when I click it, the app disappear itself turning to one gcash app in my phone. Although I did not input anything about my account, its just alarming",1,112646*********633569,A Google user,5.48.1,2022-01-12 12:45:06+00:00,21,1 star,0.9585418701171875,Very negative,330,72,0,Account Login Issues,0.19482918083667755,2022-01
naka ilang update na ako hnd ko parin maopen gcash ku .. ilang update na po . sa isang araw naka sampo nao bkt d ku parin naopen,1,108802*********648573,A Google user,5.58.1,2022-11-08 22:08:40+00:00,0,1 star,0.4869037866592407,Very negative,60,28,1,Money Transfer and Cash In,0.5185113549232483,2022-11
the app keeps on crashing i cant link my paypal,1,113087*********049956,A Google user,4.2.0,2017-09-02 12:47:34+00:00,2,1 star,0.38651326298713684,Very negative,34,10,1,App Crashes or Bugs,0.5309785008430481,2017-09
I tried my account to be verified but it keeps saying 'system error' many times. Its frustrating.,1,105159*********030947,A Google user,5.33.0,2020-10-26 04:41:27+00:00,2,2 stars,0.5238543748855591,Negative,16,17,1,Customer Service Support,0.23843282461166382,2020-10
Tagal mag update ng gcash... 👎,1,110272*********735346,A Google user,5.52.1,2023-03-31 20:41:07+00:00,0,3 stars,0.2959114611148834,Neutral,18,6,1,Money Transfer and Cash In,0.22590726613998413,2023-03
Stupid app many error,1,109098*********054816,A Google user,5.60.0,2023-01-14 16:55:04+00:00,0,1 star,0.835075318813324,Very negative,18,4,0,App Crashes or Bugs,0.6224679350852966,2023-01
Pakibalik mga ninakaw niyo,1,103853*********000397,A Google user,5.63.0,2023-04-14 02:37:40+00:00,0,3 stars,0.2585720121860504,Neutral,154,4,1,User Interface and Experience,0.17669180035591125,2023-04
.i click it everytime.but its hard to open.what can i do?,1,109414*********953757,A Google user,5.66.3,2023-08-02 22:01:31+00:00,0,3 stars,0.42670929431915283,Neutral,11,11,1,User Interface and Experience,0.29157790541648865,2023-08
"Sana may option na ""Later"" pag may UPDATE. Hindi yung nagmamadali na may kailangang bayaran, tapos bigla magpa-pop yung UPDATE. Yun yung hindi ok, the rest ok naman.",1,116409*********468357,A Google user,5.53.1,2022-07-05 12:14:01+00:00,0,3 stars,0.4093013107776642,Neutral,122,28,1,User Interface and Experience,0.24186022579669952,2022-07
dili nako ma open ako gcash.. 3days na.need mi makakuha money wa mi pang palit bugas,1,104535*********081649,A Google user,5.67.0,2023-08-20 10:30:57+00:00,0,1 star,0.44341352581977844,Very negative,59,16,1,Money Transfer and Cash In,0.3087596297264099,2023-08
The app wont open.,1,101792*********148776,A Google user,5.45.0,2021-10-25 01:54:37+00:00,0,1 star,0.4779619574546814,Very negative,23,4,1,App Crashes or Bugs,0.36797043681144714,2021-10
Hindi ko ma verify account ko nung december pa to baka nsman,1,108669*********005525,A Google user,5.60.0,2023-01-17 09:32:23+00:00,0,1 star,0.553176760673523,Very negative,132,12,1,Account Login Issues,0.3087432086467743,2023-01
Di ma open,1,106199*********725294,A Google user,5.59.1,2022-12-15 06:16:27+00:00,0,3 stars,0.45376700162887573,Neutral,54,3,1,User Interface and Experience,0.2233622521162033,2022-12
"Paki balik ung 1,900 na nascam ninyo. Di po pinupulot ang pera. Na confirm naman po ninyo na may na transfer akong pera from online banking pero di naman pumasok sa gcash ko ung 1,900. MGA SCAMMER KAYO‼️",1,113938*********392050,A Google user,5.56.0,2022-09-14 06:17:04+00:00,0,1 star,0.5819815397262573,Very negative,41,38,0,Money Transfer and Cash In,0.2666066586971283,2022-09
ᴡᴏʀsᴛ ᴀs ᴡᴏʀsᴛ 😫,1,112675*********946922,A Google user,5.44.1,2021-09-16 00:14:18+00:00,0,5 stars,0.3902274966239929,Very Positive,136,4,1,User Interface and Experience,0.19193972647190094,2021-09
"this app is useless for me I cant recover my account .. I do some 
instruction but still useless I have so many request but still have no 
reponse😑 I use my account also in my messenger application and also 
icalling *143# in my phone but still not working😑 I want to rebate a load 
from gcash I hope you fix it",1,111569*********769738,A Google user,5.2.1,2018-04-24 08:22:54+00:00,0,1 star,0.617789089679718,Very negative,57,62,0,App Crashes or Bugs,0.345663458108902,2018-04
Tangin@ update n nmn..,1,102934*********944785,Ja***********na,5.68.1,2023-10-15 13:23:11+00:00,0,1 star,0.37190595269203186,Very negative,86,4,1,User Interface and Experience,0.20296666026115417,2023-10
"It's so frustrated because i can't open my gcash , even though i need my money but i can't open it ,😥 even if my phone is harmful application 😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥 please fix this because i need my money😥",1,114590*********604012,A Google user,5.69.3,2023-11-06 21:47:42+00:00,0,1 star,0.49035266041755676,Very negative,91,38,0,User Interface and Experience,0.19288338720798492,2023-11
Wala kwenta din ako maka register walang ibang option na id,1,104000*********646479,A Google user,5.50.0,2022-03-21 12:02:24+00:00,0,1 star,0.30692771077156067,Very negative,44,11,1,Account Login Issues,0.3253558874130249,2022-03
The otp didn't send and if there it say invalid I been fixing it and please give my money back,1,112555*********494462,A Google user,5.55.0,2022-08-17 12:06:54+00:00,0,1 star,0.7792293429374695,Very negative,409,20,0,App Crashes or Bugs,0.21959681808948517,2022-08
Petmaster loding vedio,1,104794*********959055,A Google user,5.43.0,2021-08-08 10:05:25+00:00,0,5 stars,0.2769014835357666,Very Positive,10,3,1,Fees and Charges,0.21075581014156342,2021-08
too slow connection,1,100651*********793676,A Google user,5.66.2,2023-07-27 08:59:58+00:00,0,2 stars,0.45582422614097595,Negative,80,3,1,User Interface and Experience,0.21297281980514526,2023-07
"Biometrics not working,cant log in my gcash 😡",1,107021*********968230,A Google user,5.64.2,2023-05-28 10:56:22+00:00,0,1 star,0.6030281186103821,Very negative,15,8,1,Account Login Issues,0.3426332473754883,2023-05
Diyos ko cge manla sini update,1,104901*********806424,A Google user,5.46.0,2021-11-24 10:40:37+00:00,0,1 star,0.4072566330432892,Very negative,36,6,1,User Interface and Experience,0.25883010029792786,2021-11
Inconvenience,1,114451*********637810,A Google user,5.41.0,2021-06-22 14:06:33+00:00,0,1 star,0.4720468819141388,Very negative,27,1,1,User Interface and Experience,0.17857453227043152,2021-06
why i cantcash in using my enrolled debit cash ?,1,117387*********539408,A Google user,5.14.0,2019-03-29 14:29:34+00:00,0,1 star,0.38460519909858704,Very negative,41,10,1,Account Login Issues,0.21902740001678467,2019-03
maganda po ang gcash,1,109927*********843582,A Google user,5.16.1,2019-07-02 11:14:41+00:00,0,2 stars,0.34028130769729614,Negative,26,4,1,Money Transfer and Cash In,0.2970375716686249,2019-07
The app was gone in my home screen. Please fix this. It's time consuming to install and uninstall for the nth time. Ty,1,101872*********652135,A Google user,5.57.1,2022-10-16 05:41:40+00:00,0,3 stars,0.2759723961353302,Neutral,344,23,1,App Crashes or Bugs,0.2629680037498474,2022-10
so corrupt event the signal of globe is very bad!,1,116959*********134794,A Google user,5.67.0,2023-08-05 08:02:47+00:00,0,1 star,0.8023234605789185,Very negative,97,10,0,Security and Fraud,0.38398823142051697,2023-08
Cant open so disappointed to this app,1,106018*********535257,m****y,5.69.0,2023-10-12 15:49:48+00:00,0,1 star,0.6205883026123047,Very negative,64,7,1,App Crashes or Bugs,0.30485615134239197,2023-10
It's been 1 month since I verified my g-cash but until now nothing is happening😾,1,104647*********259450,A Google user,5.64.2,2023-05-28 09:29:41+00:00,0,1 star,0.44364845752716064,Very negative,11,15,1,Account Login Issues,0.2774641215801239,2023-05
Your app keep disappearing in my poco m3,1,110166*********669284,A Google user,5.66.3,2023-08-01 00:14:17+00:00,0,1 star,0.26566824316978455,Very negative,126,8,1,App Crashes or Bugs,0.408278226852417,2023-08
I've been buying load here and until now all of my scratch a load vouchers have not arrived. It would be better if they retained their 5 percent rebate. So poor in service.,1,117226*********818237,A Google user,5.36.0,2021-01-31 11:14:01+00:00,0,1 star,0.643191933631897,Very negative,53,33,0,Customer Service Support,0.25211331248283386,2021-01
It's not good enough,1,111966*********475138,A Google user,5.69.1,2023-10-27 01:27:08+00:00,0,2 stars,0.45843246579170227,Negative,247,4,1,User Interface and Experience,0.19377915561199188,2023-10
I cannot Log In my gcash outside the country.,1,110583*********463436,A Google user,5.64.2,2023-05-27 18:58:48+00:00,0,1 star,0.5582129955291748,Very negative,36,9,1,Account Login Issues,0.4503096044063568,2023-05
ayaw mabuksan,1,115019*********525875,An********la,5.69.0,2023-10-13 04:36:53+00:00,0,2 stars,0.3140439987182617,Negative,24,2,1,User Interface and Experience,0.18093515932559967,2023-10
"GCredit not reflected, I already sent a ticket, support unresponsive.",1,115492*********101716,A Google user,5.22.1,2019-12-03 01:41:00+00:00,0,1 star,0.6194820404052734,Very negative,195,10,1,Customer Service Support,0.6438985466957092,2019-12
why its too long to update? and in terms of buy load why it dont have any rebate ?,1,101123*********911894,A Google user,5.38.1,2021-04-11 04:47:50+00:00,0,2 stars,0.30268508195877075,Negative,34,19,1,Fees and Charges,0.36185646057128906,2021-04
Its easy to buy load and sending money,1,101464*********160118,A Google user,5.42.0,2021-08-04 04:32:14+00:00,0,5 stars,0.5857105851173401,Very Positive,185,8,1,Payment and Bills,0.430364191532135,2021-08
hindi ako maka update? bakit kaya?,1,115885*********487764,A Google user,5.18.2,2019-08-02 10:08:46+00:00,0,1 star,0.5032649636268616,Very negative,60,6,1,User Interface and Experience,0.2893756926059723,2019-08
GCASH SCAMMER,1,103013*********920591,KA**************BO,5.69.0,2023-10-11 17:25:22+00:00,0,3 stars,0.2762799561023712,Neutral,28,2,1,Security and Fraud,0.6300891041755676,2023-10
Gagsto ang pangit amputa hayop nag update kapa dami nyo dama sa buhay porket kailangan kayo ng maraming tao.,1,104820*********723011,A Google user,5.50.0,2022-03-22 22:30:40+00:00,0,1 star,0.3840481638908386,Very negative,102,19,1,App Crashes or Bugs,0.2262057662010193,2022-03
Even better daw kapag updated. Sinong niloko nyo! Andaming nawalang features mema kayo!,1,112829*********613051,A Google user,5.53.1,2022-07-09 15:45:04+00:00,0,1 star,0.31609782576560974,Very negative,57,13,1,User Interface and Experience,0.33013442158699036,2022-07
Very nice A,1,105578*********296929,A Google user,5.45.0,2021-10-01 11:34:08+00:00,0,5 stars,0.6199185848236084,Very Positive,29,3,1,User Interface and Experience,0.2590160071849823,2021-10
Bad update 😡😡😡 making overcharge on grab voucher payment,1,115015*********089937,A Google user,5.58.2,2022-11-16 14:26:21+00:00,0,1 star,0.7188926935195923,Very negative,248,9,1,Fees and Charges,0.3462540805339813,2022-11
Evry time i open have always an update. Putang ina mo qbala ka sa transaksyon,1,114094*********920351,A Google user,5.60.0,2023-02-09 06:35:01+00:00,0,1 star,0.2725308835506439,Very negative,496,15,1,Money Transfer and Cash In,0.2699930965900421,2023-02
"Your unexpected constant maintenance is so annoying! I put my money in this app a lot and I'm thinking of stopping altogether because of its unreliability. Until you fix this, this will remain one star.",1,115767*********945483,A Google user,5.57.1,2022-10-19 19:38:19+00:00,1,1 star,0.9824826717376709,Very negative,27,35,0,Customer Service Support,0.3332945704460144,2022-10
Baliw yang mga nasa gcash mga inutil,1,108278*********359743,A Google user,5.63.2,2023-05-09 11:42:02+00:00,0,1 star,0.5861805081367493,Very negative,171,7,1,Fees and Charges,0.2187582105398178,2023-05
